L1=0,L2=0,N=28
x=0X1.DBF9519ED0937P+1,y=0X1.4B7A27B03FE4P-2,z=-0X1.22AD0F8FE2E0CP-1,eta=0X1.5729B280F12C2P-4,c=0X1.3AD87AF2FDD56P-2,bound=0X1.0873B2P+2,density=0X1.132520EB0AFA7P+3;
x=0X1.DBF9519ED0938P+1,y=0X1.4B7A27B03FE42P-2,z=-0X1.22AD0F8FE2E0DP-1,eta=0X1.024DD2F1A9FBEP+2,c=0X1.11284FCF19C6P+1,bound=0X1.A772C4P+0,density=0X1.4E7571EACFD91P+0;
x=0X1.DBF9519ED0939P+1,y=0X1.4B7A27B03FE41P-2,z=-0X1.22AD0F8FE2E0DP-1,eta=0X1.D820C49BA5E35P+3,c=0X1.0522255056011P+2,bound=0X1.16E63CP+0,density=0X1.3EA007F20F778P-1;
x=0X1.DBF9519ED0938P+1,y=0X1.4B7A27B03FE41P-2,z=-0X1.22AD0F8FE2E0DP-1,eta=0X1.2CA3D70A3D70AP+3,c=0X1.363B5C2582B91P+1,bound=0X1.CB60B4P-1,density=-0X1.8A9DD041595F1P+0;
x=0X1.DBF9519ED0938P+1,y=0X1.4B7A27B03FE4P-2,z=-0X1.22AD0F8FE2E0BP-1,eta=0X1.3FAC1D29DC726P-3,c=0X1.668893D10E87FP-2,bound=0X1.6E11F2P-1,density=0X1.86C18DFD36CA3P+1;
x=0X1.DBF9519ED0938P+1,y=0X1.4B7A27B03FE42P-2,z=-0X1.22AD0F8FE2E0DP-1,eta=0X1.66219652BD3C3P+1,c=0X1.8247419C1A415P+0,bound=0X1.62C9B2P-1,density=0X1.69A34CF668DA8P+0;
x=0X1.DBF9519ED0938P+1,y=0X1.4B7A27B03FE41P-2,z=-0X1.22AD0F8FE2E0CP-1,eta=0X1.8F4F0D844D014P+0,c=0X1.53A075F47958EP+0,bound=0X1.6178CP-1,density=0X1.6217D02A94674P-1;
x=0X1.DBF9519ED0938P+1,y=0X1.4B7A27B03FE41P-2,z=-0X1.22AD0F8FE2E0CP-1,eta=0X1.0505532617C1CP+3,c=0X1.5E49F57DF53C4P+0,bound=0X1.C1340AP-2,density=-0X1.49E317718D748P+0;
x=0X1.DBF9519ED0938P+1,y=0X1.4B7A27B03FE41P-2,z=-0X1.22AD0F8FE2E0CP-1,eta=0X1.A4C1A8AC5C14P-1,c=0X1.1FB070B1971E4P-2,bound=0X1.A1724AP-2,density=0X1.A4987F313E1A8P+1;
x=0X1.DBF9519ED0939P+1,y=0X1.4B7A27B03FE41P-2,z=-0X1.22AD0F8FE2E0CP-1,eta=0X1.918D4FDF3B645P+4,c=0X1.2833C4D36BA98P+2,bound=0X1.2118FEP-2,density=-0X1.4C87580ABF946P-2;
x=0X1.DBF9519ED0938P+1,y=0X1.4B7A27B03FE41P-2,z=-0X1.22AD0F8FE2E0CP-1,eta=0X1.D3C36113404EAP-3,c=0X1.03EC6A434154BP-1,bound=0X1.57FCB8P-3,density=0X1.16870FF500AAEP-2;
