0X1.766C9C3CEAAD5P+5	0X1.6FA100ACC97CBP-40	-0X1.2C5A6C3D069ACP-39	-0X1.2DCC710150069P-37	0X1.851682B5F7DB3P-4	0X1.1495DFE48FAC2P+1	-0X1.368420ECF5148P-1	-0X1.BC0DB8059D2A6P+3	-0X1.091550FCAEEA8P+4	-0X1.6412C6EABC187P+4	
0X1.AB67472124C68P+5	0X1.0D2FF08BDB556P-41	-0X1.822731D476584P-39	-0X1.8CAF83CAA0887P-38	0X1.4E57875686DBCP-4	0X1.9643FB9C970AFP+0	-0X1.BCF2A2492F1A3P-2	-0X1.B64B67B4F8F08P+4	-0X1.D58F4281DAE0BP+4	-0X1.0C33FEA03E4AAP+5	
0X1.BAC07EC474218P+5	0X1.2C1FD0E6F52D3P-39	0X1.37A4BCA518BAFP-42	-0X1.CA4EEA7E76333P-38	0X1.22F36CEB5A751P-4	0X1.C3B268A83E964P-1	-0X1.AA48C2B7B8DB2P-3	-0X1.09A95EE11335P+5	-0X1.11DD8D3445A86P+5	-0X1.24793D45F8FB8P+5	
0X1.7BD31DAACEF42P+5	0X1.78FB21CB043C9P-39	0X1.227565D61714BP-39	-0X1.66F7A1CF08997P-38	0X1.863014F7A765CP-5	0X1.8CA696A9A157AP-2	-0X1.13110EF368698P-4	-0X1.8C533BDEBC905P+4	-0X1.92E0B4C000852P+4	-0X1.A32F0B5C91541P+4	
0X1.E92DB972B78A5P+4	0X1.334C47A0A1E7AP-39	0X1.E97DBFC926C67P-41	-0X1.B1CA872DCAEB7P-40	0X1.57820B045037P-6	0X1.0FE20F5C11101P-3	-0X1.DDED5B1914E4CP-7	-0X1.8739F92CCFB2P+3	-0X1.8B57CD820739AP+3	-0X1.965DC8B4CAF3AP+3	
L1=1,L2=2,N=36
0X1.41348447AC5EAP+15	0X1.54929137CD6CDP-30	-0X1.3AD05298FD7F4P-28	-0X1.281EEF91664F1P-28	0X1.13E6F5F86F9D6P+7	0X1.671D710427C5EP+11	-0X1.83FFA0C1DD9CCP+9	-0X1.63A2D919E2D77P-30	0X1.F76A5C82E5862P+9	-0X1.3B5FF9DDFFA6BP+11	-0X1.3B471BC5996BCP+13	0X1.4A00DBE1494B8P-25	0X1.FF1943FBF422BP-26	0X1.1459DB959B89EP-25	0X1.F51817504D3D7P-24	-0X1.D85AA1C856B51P-26	0X1.C5F17FA1F596P-25	0X1.B03EEE75DE6FCP-27	-0X1.6929CA988C379P-25	-0X1.1CE7F692DFF22P-23	
0X1.7CC1A8CCD8F6EP+14	0X1.9ABFC0FE0FC44P-31	-0X1.6F01F04BAFB19P-29	-0X1.5DD9AAA741D52P-29	0X1.29A2BE20AAA92P+6	0X1.8E09174BD88F2P+10	-0X1.B26D76EEABA23P+8	-0X1.7BAE0B5A5F097P-31	-0X1.9E605E0D1482EP+9	-0X1.5D02251F8B2CP+11	-0X1.B4873BF0C700CP+12	0X1.9347F8F852411P-26	0X1.0E3F6E263EE6P-26	0X1.1EEBC98BFC8B2P-26	0X1.05E7D35D4A8E4P-24	-0X1.CE8915E5FCFF8P-27	0X1.0912F78226A7CP-25	0X1.1462686A1E8A8P-27	-0X1.94E3A5A90AF7CP-27	-0X1.2AD16BF2D2013P-24	
0X1.719CC48F41A4FP+13	0X1.93DBE956EC6CFP-32	-0X1.5EBE30B5797BBP-30	-0X1.52AE14C2C1AA1P-30	0X1.0F2E2D9937B4EP+5	0X1.70B7A72C45DE7P+9	-0X1.94EC95A64F162P+7	-0X1.4B5D7F3D91EADP-32	-0X1.B240966EC390EP+9	-0X1.BCF8811080083P+10	-0X1.D12FD5EEB3E5DP+11	0X1.89475C86AFB0DP-27	0X1.E3D78F93686ACP-28	0X1.00D4050D1DD88P-27	0X1.D21FB7474AD8CP-26	-0X1.9446DE16C7FE4P-28	0X1.F97B1093647EDP-27	0X1.043FC65300D73P-28	-0X1.27EAF7EA5A465P-29	-0X1.088D4EE5C6D8EP-25	
0X1.F4009E13FFC13P+12	0X1.0DCFFF55A5F59P-32	-0X1.E149538AD4FD9P-31	-0X1.CB0A7674F849AP-31	0X1.847A7FC75DC54P+4	0X1.0430F8330DB76P+9	-0X1.1C27C468B258P+7	-0X1.E0C9BFCA1643BP-33	-0X1.2E4EF61278256P+8	-0X1.D8130BA0899B2P+9	-0X1.214C9A9FFBE7CP+11	0X1.08DD2D3CAD1B7P-27	0X1.5EF7AE57FF52AP-28	0X1.7762F01090EF1P-28	0X1.550FB9C8159ACP-26	-0X1.3021FCB855526P-28	0X1.5BA126760235FP-27	0X1.5E613FC483F89P-29	-0X1.F1257A579DC6CP-29	-0X1.853F0EF4ACF7BP-26	
0X1.B3E57C48D3A23P+12	0X1.EF70DA9824048P-33	-0X1.853A38375CFDP-31	-0X1.8CC02BA8DD193P-31	0X1.0E3BFCCED81EFP+4	0X1.7C4F12F9C79ECP+8	-0X1.A76538961F516P+6	-0X1.21A76E10CBD19P-33	-0X1.394D9F6B0B8EP+10	-0X1.AF61F467D955CP+10	-0X1.54D3B1820857AP+11	0X1.C008AC56DC523P-28	0X1.D108BC03F904AP-29	0X1.E2345CAA4D1B7P-29	0X1.AC55B9844652EP-27	-0X1.622F472E160F6P-29	0X1.137FEE472D5E6P-27	0X1.25FD393C9D3BEP-29	0X1.935B65D137E04P-29	-0X1.D47AA82B29AD7P-27	
0X1.1E2A1700E349EP+12	0X1.3B4AB5625D8FCP-33	-0X1.0C91768A40B05P-31	-0X1.05EC4645A978DP-31	0X1.94527B123CB42P+3	0X1.1563129B8869EP+8	-0X1.31AC728DA97D1P+6	-0X1.DF0F4422914FCP-34	-0X1.BC62F1BE774C6P+8	-0X1.89D041EAC5D66P+9	-0X1.7B7B4132F205FP+10	0X1.2FCCD647B1C41P-28	0X1.64E66A2961977P-29	0X1.79CA2EC3891F5P-29	0X1.55F5753C8761DP-27	-0X1.2642254C650A9P-29	0X1.820C4920EA6E1P-28	0X1.8BAC879A82B47P-30	-0X1.EEEE77802D119P-34	-0X1.82127154A5508P-27	
0X1.2DE897926B656P+12	0X1.6FECA78C51D32P-33	-0X1.DFC4343E51835P-32	-0X1.10D4B51B74A9EP-31	0X1.362178C2A247CP+3	0X1.B88C7253E7604P+7	-0X1.EEB62CC167931P+5	-0X1.1A785C80C5059P-34	-0X1.6FA9FA54B68D7P+10	-0X1.B43F9C3053768P+10	-0X1.2296B8ED9F371P+11	0X1.1C457705E8DB7P-28	0X1.0875119CA629AP-29	0X1.C5F72CDCEE1DAP-30	0X1.9D9C848864126P-28	-0X1.260F1C04D5A54P-30	0X1.4F3322B7B7AFFP-28	0X1.D8BF637112EE4P-30	0X1.28A79D03FA68DP-28	-0X1.CD58078FD8EBDP-28	
0X1.3445BD1E1FB63P+11	0X1.92A7A67E3A33P-34	-0X1.ABB85DF5C76CFP-33	-0X1.171CF19F1D2A6P-32	0X1.18662292FCD43P+2	0X1.83759C6F0D086P+6	-0X1.B27F38429E20FP+4	-0X1.9A837D48009AEP-36	-0X1.E3595661B1431P+9	-0X1.0FCD6728623CDP+10	-0X1.4F88988872225P+10	0X1.0CF9DA9196659P-29	0X1.D4942DC233466P-31	0X1.1995DB64C7CDFP-31	0X1.288310FCB9598P-29	-0X1.529F536A7884EP-32	0X1.33BF2DE6DD229P-29	0X1.0CD6CDB72A5DP-30	0X1.844E0BA2AB12CP-29	-0X1.86AAC97973779P-29	
0X1.9848F12CE8602P+10	0X1.C2CA6389DDE37P-35	-0X1.7D12E0EA4699AP-33	-0X1.7536D1DA0C2C9P-33	0X1.1B7109A44C14BP+2	0X1.8675BA05F1538P+6	-0X1.AEEE418AF8C2FP+4	-0X1.466B74CDCE7E3P-35	-0X1.60BD6298433DAP+7	-0X1.2939AB9D0A902P+8	-0X1.151BD2D8E117P+9	0X1.B015C119B07DFP-30	0X1.F056C355F46D4P-31	0X1.0882533AAA938P-30	0X1.DBD42931FF9B4P-29	-0X1.9C49B41D73F3CP-31	0X1.11482157DAC1BP-29	0X1.0F5047C36817CP-31	0X1.3155C4CB1CEC2P-34	-0X1.0BB2689EFE812P-28	
0X1.6C37AC3BE793DP+10	0X1.8CB6EC907DE3EP-35	-0X1.5B1F539CF15EEP-33	-0X1.4E0D538AF319BP-33	0X1.0F8F8EEC60858P+2	0X1.6FBC9CE983118P+6	-0X1.933BC1D1C0902P+4	-0X1.4E5D9A3E11E6FP-35	-0X1.71730363076EDP+6	-0X1.9BD6B5A373CBAP+7	-0X1.BFFB2C9D567AAP+8	0X1.839000412BC27P-30	0X1.E66E8F1BF7284P-31	0X1.01D691803A685P-30	0X1.D5772E6565F0AP-29	-0X1.993F06FEF06DCP-31	0X1.F4D380633E877P-30	0X1.02D0B6FE85FCCP-31	-0X1.97A8EAD6FA569P-32	-0X1.0B23ED624D2AP-28	
0X1.85D8B364A708BP+10	0X1.C9824AE050614P-35	-0X1.4720388473069P-33	-0X1.60E053AC5554FP-33	0X1.AF05DF7683EA2P+1	0X1.32A29D6AD50EAP+6	-0X1.578D8440A38E6P+4	-0X1.9D55AD838E92DP-36	-0X1.8CF0105F2C217P+8	-0X1.EC59762233169P+8	-0X1.5B0E3CA376733P+9	0X1.7D0C8F2FA8627P-30	0X1.6D9AA17628017P-31	0X1.6122ED9567EE5P-31	0X1.38C18F6A0C5C2P-29	-0X1.E9D1AFAD7CF72P-32	0X1.C90AA45EAF14FP-30	0X1.11594D151513EP-31	0X1.35939D76DEB58P-30	-0X1.53181D282BBBEP-29	
0X1.665B2277B9DA2P+10	0X1.EE40A018A806P-35	-0X1.BD28B56F3A04EP-34	-0X1.475F678B51513P-33	0X1.32AB4E11E90F7P+1	0X1.99D838C095C58P+5	-0X1.C957B4944DD94P+3	-0X1.7D673587CA889P-37	-0X1.3AB35A0F7C21FP+9	-0X1.5A7F0719142B1P+9	-0X1.9DE9E5C0509CFP+9	0X1.28F64DDFEC703P-30	0X1.F216339E3ABP-32	0X1.A1AFD7C2097B1P-33	0X1.0BE6831544896P-30	-0X1.DEC3F0F9B3CB1P-34	0X1.4DFE872F8AE23P-30	0X1.45834212F4676P-31	0X1.EC1F392FA75AAP-30	-0X1.9F90944A3CFDEP-30	
0X1.0014E3C85FE9P+10	0X1.5F627FA040163P-35	-0X1.419ADBA34F283P-34	-0X1.D3629308A755P-34	0X1.B883CFC2EF29FP+0	0X1.2764381A724FCP+5	-0X1.49D09E3EBEA86P+3	-0X1.16261106423CCP-37	-0X1.BDAB839DAD2A5P+8	-0X1.EB83BC3D946B3P+8	-0X1.2658EE4FE6ADDP+9	0X1.AA86B5C52BDDP-31	0X1.66EF00FF00B44P-32	0X1.389F47085EE9BP-33	0X1.8812FEED80427P-31	-0X1.68017939D4DC6P-34	0X1.E06D282D40EDP-31	0X1.D032E7797C03DP-32	0X1.5D918122DE078P-30	-0X1.2B46DC9BC86A6P-30	
0X1.FD6ED891472B6P+9	0X1.B85F5EEDAE57FP-35	-0X1.3BFF2E8E20FC3P-35	-0X1.F5E3D2CC90433P-34	0X1.78B418A76A96AP+0	0X1.9AC07FCEF3D7DP+4	-0X1.B60D5219B0BDFP+2	-0X1.BC5990E00B89DP-39	-0X1.1C5A76CA276A8P+9	-0X1.2BFC79EA0A228P+9	-0X1.4DCA825130172P+9	0X1.3E229695D1166P-31	0X1.D0961EA2516AFP-33	-0X1.877F79B3FDC93P-37	0X1.06A0FC467931BP-32	0X1.182A4FE20767AP-36	0X1.55674C5DB2C66P-31	0X1.8EAA4FEC5F1D7P-32	0X1.5F2A52CCEF579P-30	-0X1.79384560F8517P-31	
0X1.038D80C79F145P+9	0X1.1F9450E3686C4P-36	-0X1.E333C3FA4898EP-35	-0X1.DAA76690AD99AP-35	0X1.6587BD817E227P+0	0X1.ED62A507A1AFCP+4	-0X1.107227614DC71P+3	-0X1.A02238FD47105P-37	-0X1.D52583B7431D1P+5	-0X1.8352C06F7D16CP+6	-0X1.640705748475P+7	0X1.128D1042135F7P-31	0X1.39A86E25FDCFCP-32	0X1.4B945C5E69568P-32	0X1.2B14219B2D1B2P-30	-0X1.FF84760AB8278P-33	0X1.5A6A2A98DF1B7P-31	0X1.62E95F1621D49P-33	0X1.4DF144F19A1DCP-35	-0X1.4FDBAEC474352P-30	
0X1.10CA10176616BP+9	0X1.0FEC23BC0E25AP-35	-0X1.26C3853672853P-38	-0X1.1E65818B3BB82P-34	0X1.78F73FCEB063AP-1	0X1.535084C5A7E4CP+3	-0X1.549023CE2A284P+1	-0X1.AA248A9C6E9A3P-41	-0X1.44D1F0F66C866P+8	-0X1.516E0E75B2E6P+8	-0X1.6D5FE7B5057DP+8	0X1.E5F102DBAD0BEP-33	0X1.45CF63FE55AC4P-34	-0X1.1200C7C9201FFP-38	0X1.0C31CF3D381EP-34	0X1.C654889CD761EP-37	0X1.FEC4DC911AC3EP-33	0X1.280A8308E0CE6P-33	0X1.2BD86F2D3238FP-31	-0X1.81457B0AB303P-33	
0X1.5F37D4B9138E2P+8	0X1.F399FEB739021P-37	-0X1.95B191169802P-36	-0X1.4AA84BDF073B7P-35	0X1.26A72149F4482P-1	0X1.83D0B3A46C271P+3	-0X1.AF9F56B4F724EP+1	-0X1.578C8564B428BP-39	-0X1.3F96EFD309C9CP+7	-0X1.5DA4184353792P+7	-0X1.9D6FE39C4F5DAP+7	0X1.1542030F1E5FEP-32	0X1.D058E94739A5DP-34	0X1.AE2205A48212P-35	0X1.F3AFD44750CC8P-33	-0X1.9236EF47D5ACCP-36	0X1.36E83C90894FEP-32	0X1.368A7ED42C1BBP-33	0X1.D57708FCEC11AP-32	-0X1.6645B81236234P-32	
0X1.DD025D7686377P+7	0X1.11B6D8AE5A273P-37	-0X1.A7AC9F4BD79FDP-36	-0X1.E280EBA8FB3E5P-36	0X1.5DFE02FF7B7A8P-1	0X1.DBDEDBBC651F8P+3	-0X1.054C6F1313052P+2	-0X1.AA0B55B2A9BBCP-38	-0X1.181B6125C6898P+4	-0X1.1F1521D5869BP+5	-0X1.2C2867E493A02P+6	0X1.8EAD0C3DAE446P-33	0X1.1F42ACF4CCCF7P-33	0X1.F4ED76515BD68P-33	0X1.57304E40DE772P-31	-0X1.1DD99ABB4C6A9P-33	0X1.0FCD53BD0DC93P-32	0X1.76A6FBFC690F2P-35	-0X1.A6AE4D6D439EDP-33	-0X1.ABA28BA4ED774P-32	
0X1.179C35BB17A4P+8	0X1.57F3087E4502EP-37	-0X1.B58B3D6BFAFA3P-36	-0X1.096D73A06C354P-35	0X1.26CFFF68CC098P-1	0X1.A37095FBEA265P+3	-0X1.D6B8F8AC1CEA3P+1	-0X1.141C891FF40CCP-38	-0X1.407C6463285B4P+6	-0X1.81C648990C9E6P+6	-0X1.05E180AC1F22EP+7	0X1.F174347AAF198P-33	0X1.E6E2DB41BE669P-34	0X1.1B070A9BF8C7BP-33	0X1.B33CA470B034DP-32	-0X1.3A50AFAC8203FP-34	0X1.2A79BAAE09BCCP-32	0X1.794C55EB60924P-34	0X1.93B1F8EDB2688P-33	-0X1.68F6E40EC4678P-32	
0X1.2D9E0B2BEAFC2P+8	0X1.C8772222CDC98P-37	-0X1.29B4B6647BB65P-36	-0X1.1FDA9C4711ED4P-35	0X1.E182EB18AA4B4P-2	0X1.2CE224BD48E43P+3	-0X1.4B869387CFBFFP+1	-0X1.CA38FE700B2F9P-40	-0X1.2B214FA1049D5P+7	-0X1.4258293F30C79P+7	-0X1.73D8E10F1B79EP+7	0X1.BF67151ECACB8P-33	0X1.6640006EDDDA9P-34	0X1.7FE2AE3D7379AP-36	0X1.3D62AA029EAF3P-33	-0X1.29F1A22FC2A38P-37	0X1.ED7C54BF64838P-33	0X1.0A21F668F1B56P-33	0X1.A6A5F20DADD14P-32	-0X1.1BBF9125FBDB3P-32	
0X1.16EB3B9FE0836P+8	0X1.1F9E48394E353P-36	-0X1.7ECE502ED8C3CP-43	-0X1.2AB8653450078P-35	0X1.7B740BEA633F3P-2	0X1.4595A054C7B18P+2	-0X1.40DB5E732B3DP+0	-0X1.602578A9DDCE3P-42	-0X1.4E0F839B93C1P+7	-0X1.5A13A621BC834P+7	-0X1.74E51C4D9A064P+7	0X1.BDF6293B88977P-34	0X1.272624A70F195P-35	0X1.6665CC1A08D58P-40	0X1.F11247990F8D6P-36	0X1.A86AACBD202A7P-38	0X1.D31C1AAC5E7F7P-34	0X1.0B5E16A23771FP-34	0X1.19069153A5C99P-32	-0X1.14CA289FF8A6P-34	
0X1.B56C979E31CB8P+7	0X1.D5E4DEE5F1F0DP-37	0X1.2B2C2895C5367P-39	-0X1.E19387E2F3E5EP-36	0X1.228275E3D844AP-2	0X1.D09045E0F5ACP+1	-0X1.BC68A3C3B7F48P-1	-0X1.894FFCE863D5DP-43	-0X1.06AC6376B5848P+7	-0X1.0F270425696DEP+7	-0X1.224A0C42A8B4DP+7	0X1.24B0FBF43644FP-34	0X1.81B6AD460E973P-36	0X1.5DEF2B9ED4727P-38	0X1.5FFD60F88DFCAP-36	0X1.17DB977D03FCEP-38	0X1.313CEB38D394FP-34	0X1.59445B420658DP-35	0X1.7C27566CE8FB6P-33	-0X1.6CBF3CE331CA3P-36	
0X1.92468ADA8180DP+7	0X1.F7918101A6186P-37	0X1.3044DA9D71869P-37	-0X1.C1990290F8437P-36	0X1.D58C0EF2C6864P-3	0X1.1A6B8337ABD13P+1	-0X1.C9BFBA3525B52P-2	-0X1.3EA76ED731928P-45	-0X1.C9C72F7C5000EP+6	-0X1.D387532EDB62DP+6	-0X1.EACB43F68CA31P+6	0X1.CE7FF6BF44197P-36	0X1.26009C10E1E31P-37	0X1.5107AC00BAF95P-37	0X1.4901879578F95P-37	0X1.5647439983619P-42	0X1.DB24A2BEBDA97P-36	0X1.9D89F48240E92P-37	0X1.610A2F80F5531P-34	0X1.303EBBACBFEBP-35	
0X1.A1699B11B9D87P+6	0X1.EF26609F019BP-38	0X1.3613B97086C0FP-38	-0X1.79B4A0AC4805P-37	0X1.9733C6D64AFFP-4	0X1.89923ECB3019AP-1	-0X1.00A333184461CP-3	-0X1.959B76191646EP-46	-0X1.A3D9DAC4DE2E6P+5	-0X1.AA4124DD57996P+5	-0X1.BA6A04A0CAABEP+5	0X1.840A228B45F7DP-38	0X1.2CAA8ED193B1BP-40	0X1.3BF40289A53ACP-38	0X1.7B058B4F4F358P-39	-0X1.9FA03C36D6AE5P-40	0X1.70017CCFB517DP-38	-0X1.701B9EE0EBCAEP-40	0X1.5C293F43D849EP-36	0X1.665A67F419441P-36	
0X1.0348C6468F08AP+5	0X1.A2EFCB21E67FDP-40	-0X1.4169B9C4E0083P-40	-0X1.0365754305C2CP-37	0X1.7A348B9855B1AP-4	0X1.017F9DB1C74BP+1	-0X1.1AF0D92D337F1P-1	-0X1.D550B3188FC58P-41	-0X1.400ED24A8B2C8P+1	-0X1.3F2DCD539F9B6P+2	-0X1.4914E6EBD349P+3	-0X1.D26E957BC53B7P-36	-0X1.30373942569EEP-35	0X1.1C18CBF7B8CD6P-33	0X1.922995ADAC9DEP-33	-0X1.3325783EC2467P-34	-0X1.3A7143B49A547P-36	-0X1.4BF9FA59E2725P-33	-0X1.8AA27030BEF3BP-33	0X1.0A41A15857E09P-32	
0X1.3B1A17398E99CP+5	0X1.7C1F9A39A2035P-41	-0X1.9049D7EA2B908P-39	-0X1.77032E7CE6EAP-38	0X1.4647166E656BCP-4	0X1.CFC3E70FEFA9AP+0	-0X1.04598BA7B7DDP-1	-0X1.323F51A413287P-41	-0X1.78C9D2A7A4394P+3	-0X1.C0FC17FC06C58P+3	-0X1.2CC6AE80CDB09P+4	0X1.93F21B8EE0EAFP-36	0X1.11F530040F2AAP-39	0X1.4516A74CAAD14P-35	0X1.4318206D7CEBP-34	-0X1.954BFDA5C9457P-36	0X1.FAD732D195FAFP-36	-0X1.EB1BB2A0E99E4P-36	0X1.E4B63AF3931BDP-41	0X1.C22101E62C331P-37	
0X1.6CF3B2C75C04EP+5	0X1.D5AD1ED4275C2P-41	-0X1.30A9A2EBEE3BBP-39	-0X1.71C5119F60563P-38	0X1.1C19E39135FDP-4	0X1.56A08B13938FCP+0	-0X1.769EC9400216BP-2	-0X1.FF7A146684A91P-43	-0X1.79385AE1DFD3CP+4	-0X1.9391B5F3DC7CEP+4	-0X1.CBF2350134493P+4	0X1.A25E21399751EP-36	0X1.8F552FC936754P-37	0X1.72E43153C00D8P-37	0X1.DAF9A656F8EECP-36	-0X1.BFE559053CDBFP-41	0X1.CCD48EAB2A99EP-36	0X1.3253DB9B9722EP-36	0X1.6534754FC6D0DP-35	-0X1.AB595F274EC77P-37	
0X1.861ABB946B9AP+5	0X1.0EB129648CC67P-39	0X1.3825812E55E22P-42	-0X1.88FC99A79A47EP-38	0X1.FB9C2195D4A7DP-5	0X1.7F94EB6EE3E4AP-1	-0X1.655BE932677C2P-3	-0X1.9091D2C4184AEP-45	-0X1.D35AE1A748828P+4	-0X1.E1396B13D57FCP+4	-0X1.006A436C32029P+5	0X1.9827ACE9820A9P-37	0X1.893059FD05395P-38	0X1.C9399CC21C804P-39	0X1.A2AA88A437802P-38	0X1.1CFE6FEEC2E2BP-39	0X1.9F509479047A9P-37	0X1.93CFA13ED17EP-37	0X1.04EA68F8A83BFP-35	0X1.C8628B4A1F00CP-39	
0X1.619A98864DA5FP+5	0X1.6A6E6A580B3BFP-39	0X1.25C1B156E4696P-39	-0X1.49AAD4E3C1634P-38	0X1.5B1E8A1271A0BP-5	0X1.516B97ED7D4A4P-2	-0X1.BB53916E5B18EP-5	-0X1.5C7EE37814D14P-47	-0X1.6541C8568A168P+4	-0X1.6AC1B107F3A76P+4	-0X1.789CEC714639CP+4	0X1.1200FF9BBCB8AP-39	0X1.56B74DC0B644EP-40	0X1.32E23AAB3271DP-39	0X1.929E1E4189E3AP-40	0X1.14DCA2A929A6EP-43	0X1.0111126007F8AP-39	0X1.E32A5FF8875E9P-40	0X1.FA646829B2A4EP-38	0X1.4C2AE7092C2D6P-37	
0X1.EFC4DFDF76B87P+4	0X1.3AC0583D38569P-39	0X1.37A0C6DD519FEP-40	-0X1.D85E7224A93F1P-40	0X1.2E99EB315B198P-6	0X1.C8DDA17CC5A84P-4	-0X1.4FC2D7CAF4908P-7	-0X1.BE63C074669DCP-49	-0X1.6951962F80D31P+3	-0X1.6CB54F8E7ABE8P+3	-0X1.75E63744C8057P+3	0X1.4E488829DC104P-41	-0X1.34664ED66CEAFP-42	-0X1.AC713B0326805P-42	-0X1.D9C23A4203803P-41	-0X1.48DC74ADF2758P-41	0X1.37DBDE17CA904P-41	-0X1.8FF5F06FDA6C3P-40	0X1.736817AB60DC3P-39	0X1.0C01E93153BF8P-41	
0X1.ACA639B9A2B62P+1	0X1.CF21CF1FC79E8P-39	0X1.464937C1FE5C1P-39	-0X1.A269FD24DA5D5P-38	0X1.37FC1D83E17E9P-7	0X1.A90A2F7368159P-3	-0X1.D31FE67E7173AP-5	-0X1.77816FA60CBAAP-44	-0X1.0CF19CA64BF2AP-2	-0X1.09D4CE7B881B2P-1	-0X1.10CD233A4696P+0	-0X1.6BE17D94C87DEP-35	-0X1.05E57C849AAFDP-35	0X1.6A64DB7531C0EP-34	0X1.82C1012C4B0ABP-34	-0X1.25765256BDBE7P-35	-0X1.645B60E73F4D6P-35	-0X1.9DE67DA451D7P-34	-0X1.27B7B79241355P-33	0X1.FE5FD75FF1A51P-33	
0X1.07BEA58C70779P+2	0X1.B4AB85B617FACP-39	0X1.FB664AAC3E454P-40	-0X1.6D106A09551FBP-38	0X1.0F68F20FCD736P-7	0X1.8199B5F54B6FFP-3	-0X1.B0FE4D6005F87P-5	-0X1.E17D0328FD751P-45	-0X1.3FE41186AAD9DP+0	-0X1.7BEBB098EB76CP+0	-0X1.FAC5F7FD0E44CP+0	-0X1.0F17A2DD8CEDCP-36	-0X1.406016F0C1E49P-36	0X1.5D4CF3CAB69B4P-35	0X1.7E703226A1F5FP-35	-0X1.6D8373B0DABA6P-36	-0X1.04E766A9BF426P-36	-0X1.FEF5B43B62465P-35	-0X1.D4E35618293F3P-35	0X1.DF1366D509A96P-34	
0X1.3981234DFC246P+2	0X1.787CA497D41F3P-39	0X1.9A6FBB752CA38P-40	-0X1.2FE74FB5D9766P-38	0X1.E403C595094E4P-8	0X1.1FE0469BF141AP-3	-0X1.39C59B163226P-5	-0X1.925DA3B252467P-46	-0X1.486EC74C826DEP+1	-0X1.5E8AD3324E998P+1	-0X1.8DE994EFB1E3AP+1	-0X1.EF6960308DAB1P-39	-0X1.1E547B7BD5E23P-37	0X1.08FAEB3452BEP-36	0X1.26844691AA51P-36	-0X1.49E090550B8D7P-37	-0X1.CF30319CAFBB1P-39	-0X1.CB4613098034P-36	-0X1.E30ECD8220C25P-37	0X1.65DEC74AEBEFP-35	
0X1.6354437584D96P+2	0X1.2B6ED3CC37335P-39	0X1.6BC543C3FB59BP-40	-0X1.D53ADB50A3137P-39	0X1.C5795617772CP-8	0X1.4641754C4140EP-4	-0X1.28633A02260A4P-6	-0X1.2BB9E63A03D48P-48	-0X1.A7640EF635C28P+1	-0X1.B31562CA4BC84P+1	-0X1.CDF7C5AA9226CP+1	-0X1.6191485101701P-42	-0X1.7AC41DD56D242P-39	0X1.2CD10F3720CD2P-38	0X1.3CB7AE16D5912P-38	-0X1.ADF3A1E02A2C2P-39	-0X1.5665CB850AF01P-42	-0X1.2F5F615B925D2P-37	-0X1.85CC41F03DD41P-40	0X1.B0F6ACD710F7BP-37	
0X1.68B676CE0A501P+2	0X1.DAACD5EB4C92AP-40	0X1.7381CFFC5F7C9P-40	-0X1.77878E45F80A4P-39	0X1.403C74B2DB166P-8	0X1.1F236732D948AP-5	-0X1.4EEAE8D0F83CP-8	-0X1.0E1CE6ABA002BP-50	-0X1.534FA8271014DP+1	-0X1.57DE77A661369P+1	-0X1.63A02FD3A268AP+1	-0X1.17EF3B9B7D8F9P-41	-0X1.237688B78B8BBP-40	0X1.DFCDD8DE0F78EP-40	0X1.C16A3237A428EP-40	-0X1.42F7DD53AB7EBP-40	-0X1.203C309A4E979P-41	-0X1.D1F1451E06FF8P-39	-0X1.6CE151AA3AE75P-40	0X1.838D2883A896BP-38	
0X1.388BC2242763CP+2	0X1.A4AB12CC5199BP-39	0X1.0FD952E8FBCBCP-39	-0X1.24710E58F3944P-38	0X1.077657C7F7AA6P-9	0X1.745F4FE0A5E58P-7	-0X1.3C38BE8AB883P-11	-0X1.6F1BE27ACBAB7P-52	-0X1.69C0DD9A2937CP+0	-0X1.6C6F8921DC2EEP+0	-0X1.73BBAA780CDCAP+0	-0X1.F2FE34B606CC3P-41	-0X1.ACC2FA539453CP-40	0X1.225F4954003C3P-39	0X1.1BC9DE4959AC3P-39	-0X1.B45AE8321F8ECP-40	-0X1.F3ED1D0269A03P-41	-0X1.455B0EBA36D99P-38	-0X1.699EADB9CE092P-39	0X1.BF19F5BACD40CP-38	
L1=2,L2=2,N=21
